Verified,Review
verified,dubai london th december flight ok seat comfortable enough crew reasonably friendly food gross flight almost full little social distancing plenty mixed group sat next lot passenger mask nose coming back heathrow many seemed nose announcement made beginning mask crew challenged couple people beginning flight nose seemed give end leaving plane good number already taken yet nothing way back single massless incorrectly worn mask challenged guy opposite mask nose whole flight conversation several attendant neither said anything like crew busy either service whole flight rest time didnt see course flying time risk risk reduced passenger wearing mask enforced airline
verified,first flight since january three cancellation ba handled superbly flight went ahead check lar fine fast track se unity gallery south lounge open ape system seemed work well breakfast arrived quickly followed shower openlimited hour flight time well presented staff worked hard nice drink run packed lunch dissimilar old short haul economy product fine time landed time priority baggage cane late overall happy product would use
unverified,direct flight london lahore travelling nightmare milk son bottle didnt even give warm water formula milk kid meal snack meal portion size tiny glass juice literally beg drink water et staff rude treated u like trash compare emirate would give emirate british airway child friendly never travel
unverified,overall say really pleased service ba provided given circumstance must particularly challenging airline call ba time regarding outbound return flight would rate customer service everyone talked extremely friendly helpful one employee even tried help figure recently updated arrival regulation italian website listened rant constantly changing restriction quarantine refunded promptly part flight cancelled able change return flight completely different route date minimal charge really shown flexibility needed travelling flight fine appreciate food drink option currently bit limited given everyone wear mask much possible rather sipping tea one thing mean constructive criticism though think ba could improve little exchange destination airport arrival sheet italy given flight outdated ground staff heathrow charge boarding procedure even know swab test mandatory arrival italy asked whether knew detail expect venice that fine first day yet another update rule place day day travelled overall experience ba positive though happy spend little flight would cheaper airline great customer service received
verified,extremely pleased british airway refunded ticket munichlondon citymunich within working day friendly professional manner difference british airway lufthansa night day friendly professional prompt adjective describe ba lufthansa best summed arrogant impossible contact ignorant well done best wish british airway
verified,boarding checking formality nice check help desk helpful supportive everything nice except food vegan food availability vegetarian passenger reordered flight hour journey london bangalore hungry
verified,always great flight british airway time experience absolutely amazing th flight decided celebrate club europe turned perfect decision steward working club made feel special delivered professional personalized service kind chatty although cabin crew best part flight feature didnt let either efficient business class check warsaw cosy executive lounge preludial attentive helpful staff well organized boarding although priority club europe corona aircraft fresh clean seat comfortable enough legroom adjustable headrest power port board service different corona time still good tasty lunch box dock fresh chicken sandwich oriental vegetable salad amazing chocolate mousse choice drink wide including good quality champagne nicolas feuillant perfect flight experience british airway everything expected flight fulfilled one thing complain baggage handling heathrow waited around min luggage also delivered irrespecutful club europe priority
verified,flight santonin lar flight full check luggage arrived airport queue checking incredibly long desk closed took u minute arrive desk arrived told checking closed missed flight british airway staff offer u jump queue anytime lady desk booked u flight athens instead telling u cost reach santonin would reimbursed book two ticket worth flight santonin day received response customer relation service telling u would get nothing
verified,flight lot angels paris via london delayed due late inbound aircraft due mechanical missed connection london arrived paris late missed onward connection air france overnight dime paris applied compensation lawfully due e customer relation department refused carelessly determining flight arrived london hour delay window compensation even though final clearly paris cr agent acknowledged pointed error ignored filed claim center effective dispute resolution ba sent defense claim traveled af arrived london ahead schedule truth ba lax rebooted ticketed flight however af refused accept baggage unless paid surcharge ba rebooted flight arrive late paris disconnect overnight know shocking ba would lie authority order support indefensible position agent know read passenger name record air history
verified,deeply unimpressed lack social distancing flight plane london full social distancing could applied number people wearing face mask incorrectly mouth chinstrap throughout flight fair amount time mask free snack small bag crisp my water seems crazy allow considerate amount time mask inappropriately worn small space safe distance whatsoever also absolute minimum service given bovid understandable make flight really boring since excitement provided turbulence little information flight deck disembarkation chaotic say least terminal empty vast enough allow finally distance upgrade euro one available didnt seem make sense least departed time plane appeared reasonably clean
verified,newcastle london heathrow british airway pleasantly surprised plane time spotlessly clean professional staff bottle water cracker crisp handed lovely deplaning special bovid social distancing system working well
verified,due coronavirus situation bought return ticket back home country singapore london currently reside first wave asia march done due fly back london th august flight got cancelled flight cancellation got email airline could apply voucher flight ever got cancelled applied online voucher told eligible get voucher done london singapore leg month later tried redeem voucher somehow successful redeem voucher call redeem voucher think complete joke put hold many hour
verified,british airway canceled flight london june due bovid july still refunded money give reached executive trying usual customer service path nothing worked call provide resolution blatantly ignoring email asking help avoid british airway service nonexistent keep money keeping almost u money
verified,london frankfurt made mistake exchanging april flight ba voucher travel disruption due pandemic big mistake ba failed completely seem care tried book august flight using voucher flights cannot booked online using voucher wait hour phone speak someone customer service tried charge twice original cost email confirmation hour chased another long wait hold email confirmation showed booked wrong outbound date service supervisor denied error part refused rebook correct date give refund day later started booked alternative outbound date still one wanted better week later ba cancelled return flight called refund told hasnt appeared account day get back touch thing go wrong deal problem mark good customer service ba hasnt clue
verified,ba cancelled flight lyon marchapril corona crisis could obtain refund ba website telephone service made impossible sent round circle opted future travel voucher could obtained via website tried use voucher flight munich informed website call ba silver card member phone number inaccessible ba reduced telephone access one number called number five time time told call another time difficult time protect staff exactly message received many time called refund ba honoring voucher system trying fob customer keep money appalling business practice
verified,short hop london edinburgh november efficient clean punctual airport experience straightforward think flying city get simplicity miss bigger aircraft bit comfortable got luggage quickly end appreciated wide range flight time choose
verified,total rip british airway cancel flight due pandemic bovid use voucher issued want pay additional first class seat british airway way rip people profit world pandemic
unverified,booked flight rome u home london lax february year st august booked american airline paid seat selection people ba website paying u total pandemic impossible group travel italy england trip allowed travel outside u american allowed travel italy england u government processed one passport renewal need fly mailed early february cancel hotel airbus car train reservation last week order qualify obtain refund candor voucher give tried reach british airway customer service number time finally got today hour hold asked obtain refund voucher business class seat selection paid told lose money paid refund voucher allowed booked trip american airline british airway understanding ba a partnership make relatively seamless book travel either partner though shocked pay nearly reserve seat business class apparently case told ba cancel two flight booked might able get either voucher refund prepared today accept voucher could use rebook trip understand ba airline suffering financially much prepared totally ripped ba cannot wait first flight supposed fly august st cancel lose money mile paid american airline flight loss handle situation totally control airline partner valued traveling refusing offer voucher refund never anything give revenue british airway
verified,booked trip spain mismatch american airline british airway iberia needed cancel flight due pandemic travel ban europe began march able change flight cost great given fact flight left day travel ban began ticket refunded boarded flight would quarantined europe would faced mandatory quarantine upon reentry u able return fact british airway cancel flight beyond since know right mind would traveled spain travel ban enforced response received british airway matter reason unless cancel flight refund voucher available i disappointed response global pandemic book another flight
verified,booked london tell avid jan attend school reunion booked economy ba sent upgrade offer accepted additional would fly premium new plane bovid hit cancelled flight fault subsequent behavior fault mammoth effort contact offered full refund took month many call get deducted service fee upgrade call email result robotic response made post booking change unable offer full refund
unverified,booked honeymoon flight san diego barcelona september since needed cancel flight due pandemic uncertainty travel especially country able change flight cost great however honeymoon paid advance seat ensure sat next would wife additional cost response received british airway matter reason unless cancel flight refund voucher available asked wanted make sure sat next would wife expected pay answer yes i disappointed response global pandemic travel safe idea safe
verified,company withholding money cancelling flight due pandemic issued voucher even though called explain voucher useless since travel bane initially said refund thing get voucher ordered announce get refund flight cancelled dont voucher
verified,tokyo london hour without anything eat sandwich given inedible bar service soft drink pitiful orange running matter hour total waste money paid premium economy aware beginning bovid issue situation appalling made worse total lack follow service british airway attitude unacceptable money
verified,flight ba february delayed min due mechanical london disconnected london heathrow arrived he min late requested compensation refused three email told flight london delayed min min floor continued reply fly london paris arrived min late started writing able make original connection untrue dont know whether fault greed persisting lie incompetence
verified,london heathrow toronto wife used avion ba amen companion voucher get good deal fly business class holiday also excited fly first time definitely lived expectation breakfast buffet ba lounge heathrow okay amazing good range drink comfortable settee aircraft felt clean fresh good mood lighting comfortable spacious seat large highresolution if screen like moving map wife opted movie impressed selection available enjoyed food wine board professional friendly service cabin crew lot quieter older aircraft like
verified,wife used avion ba amen companion voucher get good deal business class flight holiday coronavirus lowdown horizon checking security efficient lounge belonging ba clean limited range food would expected boarding quick cabin crew friendly professional big fan iconic flew one ba new brought home business class looking tired old comparison seat comfortable food good small low quality if screen behind time however night flight slept journey except moderate turbulence caused strong tailwind
verified,flew ba recently sydney london deciding return back home travelling due coronavirus situation first ticket booked via hong kong booking he closed border could longer get flight rang ba advised he flight yet cancelled system couldnt yet book onto new flight yet customer service agent assured would ring back next day would cancelled system would tell flight ba would putting replacement came went next day received phone call tried ringing find going hold hour still one answered decided book onto another flight hardly left available didnt want end stuck australia received promised phone call even email tell replacement flight would felt choice got back home raised ba told supposed process involuntary change get replacement flight customer agent advised id never even heard term simply said ba would sort put replacement flight didnt say anything given incorrect advice pocket considerable amount raised ba complaint team advised incorrectly told needed involuntary change would done extremely unhelpful said dont know advised incorrectly nothing said want good enough basically fobbed told go third party adjudicator wanted prepared anything never use airline
verified,time bovid normal airline cancel flight i ok also mean reorganize thing whats definitely okay compensation via voucher cant use voucher online cheap flight hotline offer online fare way expensive price stay far away voucher regular traveler avoid ba much possible future even wont use mile ba
unverified,accept british airway voucher go refund stupidly accepted vouchers waste time flexibility despite fact ba money air mile belonging cannot redeem voucher expensive non air mile flight air mile flight dont available time route want ba trying every trick book complicate frustrate make rebooting difficult worse still cant redeem cancelled flight voucher online speaking call center mean hanging hour every time try phone loyal silver card executive club member still ba approach avoiding wherever possible future
verified,londonheathrow warsaw th march british airway stand many area flight experience starting check ending deplaning friendly smiling chatty people throughout journey including lovely captain gave information delay missed slot new departure time also really appreciated coronavirus time entered passenger cabin takeoff without mask whatsoever assured u aircraft modern good air filter safe boarding procedure well organized chaos group boarding sequentially didnt try paid marksspencer board service think would nice touch get refreshment free one thing pick cleanliness rear toilet whilst rest cabin impeccably clean toilet filthy
verified,border closed south africa due corona virus went airport find flight scheduled fly planned international flight customer service staff available able get response number available up number cost flight enquire next day managed get board flight sadly due fault forgot laptop inside aircraft arrival terminal one last passenger leave plane realized mistake passed security allowed back airport collect laptop fair enough understand could go back aircraft gave number call calling number since march far zero positive response using third party company help zero interest help find lost item basically ba mean place passenger find item laptop left inside flight hence impossible crew staff cleaning staff find hence understand find bearing mind left inside plane lesson learned avoid
verified,checking desk heathrow told ba staff sweden allowing swedish national country contrary advice swedish government website rang border control office amanda airport confirmed eueftaeea up national clear enter country offered phone ba staff clear confusion declined changed story saying company policy spent next hour trying get ba telephone refund call disconnect due high call volume ba standard service compared major european airline dishonest obstructive furthermore airline provide customer support telephone via email time ba able inflight staff ba still terrific let worst sort management bureaucracy
unverified,booked flight march unable flight destination due coronavirus restriction since trying call every day also filled form request refund reply week today finally managed spoke lady phone c directed website gave another number number directed call first number called already minute waiting spoke another lady asked reference said transfer someone else hang unbelievable even call finally speak someone help never thought company like poor customer service especially situation like corona virus
verified,journey half hand multiple lie lack information ba website cancelled flight werent honest done lied claimed could rebook showed lot flight none fact scheduled fly ba claimed full return booking completely disappeared website claimed journey complete website point gave indication difficult getting fly us up impossible get ba london us ba much better total wait hour minute make call staff call center efficient helpful chaos chicago passenger american issued boarding pass ba flight london ba werent accepting boarding pass explanation change policy everyone saw merely handed american boarding pas given ba boarding pas plane staff excellent usual food good verging good breakfast little small tasty even got nd cup tea journey smooth sleep stopped flying ba year head office poor staff ground good ba organization come badly managed eg securing client data telling passenger going running decent frequent flier programmed design business cabin stepping leg next passenger go loo fly ba lack choice route whenever alternative try american airline somehow consistently poorer ba
verified,flew vancouver mid march see mother hospital three day arrival mother passed away subsequently needed change return flight able attend funeral tried manage booking online ba suggest bought package included car hire ba site said unable change online call customer service spent hour hanging telephone trying call number listed online set conversation facebook twitter went unanswered second day telephone ordeal actually called different number spoke guy holiday said couldnt help either would try add queue help line finally answered another hour half waiting managed blurt ref number nothing else call disconnected thankfully one person briefly spoken duty office night emailed back able conversation need change flight change took minute email person helping couldnt extend car hire vehicle already collected way could managed would calling car hire company two day previously tried manage booking online told couldnt bought package could done ba totally understand turmoil caused bovid never ba
unverified,disappointed ba making straightforward claim refund cancelled flight back due bovid effectively holding onto money illegally whats right make straightforward online voucher sufficient get phone operator virus stressful enough without making check site update hour wait phone disappointed expect much better
unverified,booked flight up may cancel trip up march day prior leaving travel ban going start march older preexisting health condition doctor asked postpone trip british airway customer care associate talked great caring able issue u travel credit ticket nonrefundable problem need rebook use travel credit may travel up may lose credit trip make travel arrangement may coronavirus control throughout world travel ban place understand ba policy place cannot understand expect someone make travel arrangement world dealing bovid feel timeline unfair consumer trust preferred airline preferred airline still british airway british airway need reevaluate policy world crisisand make adjustment needed fair consumer trust whether consumer purchased refundable nonrefundable ticket matter forcing consumer rebook world pandemic happening adjusting policy situation change loyal customer remember many airline choose coronavirus something one control guess bottom line think british airway need put common sense policy want rebook travel hesitant time hopefully may pandemic u
verified,mumbai london heathrow wish highly commend professionalism steward flight someone erroneously accused flight goa mumbai coughing throughout journey categorically flight agitation passenger could hear repeatedly said steward dealt situation tact absolute professionalism great courtesy staff must working difficult circumstance moment putting risk ensure holiday maker business people get home safely wish thank crew particular
verified,booking march th london heathrow valencia ba still show flight operating providing refund option ba website updated march state working closely foreign commonwealth office co continue flying travel restriction allow safe checked co website also updated march state foreign commonwealth office co advises essential travel spain clear ba deem safe fly spain despite co statement know airline suffering like rest up industry business get away deceitful practice clear expecting customer change booking future keep fund complying british co advisory actually legal
unverified,london patrick funchal british airway still forcing people fly madeira foreign office advised anything essential travel wife friend due fly madeira march week holiday found to advised travelling madeira government ruled new arrival would spend day quarantine matter long stay that week longer proposed stay friend contacted ba told could refund flight still offered voucher example ba customer service surprised trouble
verified,lower deck club class seat current awful narrow business class facing seat british airway premium passenger treated indifference best club class simply terrible food fit consumption wife broken crew morale low if quality bad joke add insult injury amenity pack contemptible make ba management think business people require indeed would retain package sock mask plastic pen disposable tooth brush ongoing decline oncegreat national airline palpable
verified,london new york jfk another grim flight british airway club class tired old b business class ba far worst industry dreaded sing yang configuration going u time sadly flight entertainment tiny screen he poor movie selection wife work usual food continues desperately poor crew rather keen disappear quickly airline need major overhaul investment new aircraft seat
unverified,diabolical british airway still forcing people fly madrid airline cancelled flight foreign office advised anything essential travel way treat customer going treat people hardly surprising trouble
verified,frankfurt bueno are via london october aircraft old small screen ample entertainment becomes issue flying he hour layover complete disaster staff unfriendly inconsiderate
verified,london paris return group booking cancelled know current coronavirus causing problem airline ba appears usual contingency plan handle extra number enquiry proving impossible speak constant debacle airline surely time head top roll cancelled booking flight refund online return seat booking fee afterwards however manage booking page wipe preference booked seat number cannot complete form without information year old child could improve upon user unfriendly ape website ba currently patience loyal ba year might add run management airline appear live conceited bubble idea going front line
verified,london city berlin th march flight got canceled lady counter extremely unfriendly arrogant extremely rude staff service way treat passenger especially expensive flight cancelled
verified,london beijing january ba really upped game year back took ba experience really disappointed avoid since however recent flight good flight delayed hour due mechanical reason get back majority delay air food tasty crew hesitate provide still hungry drink offered promote manner crew really willing engage gallery majority passenger fall asleep seat bit tight understood flying economy bearable return flight cancelled take like call email finally sorted flight could improved appreciate easy change airline ba partner overall ba really improved game friendly professional crew best world
verified,hong kong london great airline indeed staff friendly helpful aircraft clean crew diverse definitely fly
verified,mumbai london check process quick efficient friendly unfortunately two hour delay departure ba kept u informed given free food drink offering food court information explanation apology delay given first officer happy entertainment screen little temperamental begin eventually worked good service friendly attitude cabin crew made long flight easier though happy service
verified,london delhi booking part holiday group format check opposed bag drop according check screen zone applicable destination sent one zone next given size check hall want helpful eventually managed find assistance much shrug shoulder attitude especially discovered seated separately family two young child split able switch seat fortunately cabin crew made providing fabulous flight great service positive friendly attitude actually praised told faith ba restored
verified,paris london flight cancelled due at restriction storm tiara rebooted later flight delayed top hour arrived london hour later planned initially ba refused recognize additional expense forceful operational reason booked flight italy march cancelled last thursday booked lgwbgylgw next day cancelled last week march month away gold member ba since seeing constant downgrade go back airfranceklm travel need ai found the food seat euro business shame
verified,flew sydney london visit seriously ill mother second leg singapore london british airway return flight london sydney british airway leaving february february became clear mum long live contacted ba said able change return date asked send medical documentation explanatory email sadly mum passed away early morning february contacted ba next day said booked webbed needed contact phoned said would contact ba follow either phoned webbed said still word ba phoned ba said couldnt help point gave booked qantas paying another flight ba complete lack compassion apart couple platitude lack interest helping way astounded needless say never use british airway
unverified,patrick malaga nothing special nowadays there unfortunately much difference ba easyjet flight left patrick late arrived malaga late ba seat longer recline food drink expensive cream tea excludes tea lift game ba product continues get worse
verified,vancouver london time british airway deserve ranked one best carrier flight prof point warm welcome door boarding deplaning lar crew outstanding friendly attentive professional dinner excellent excellent choice menu accompanied decent wine painful back running flight attendant provided medication came back seat hour later check remembered ask pain subsided deplaned thoughtful seat comfortable complemented proper cushion nice quilted blanket if good b showing age still wonderful iconic aircraft fly ill continue prefer b
verified,flying london seattle business class may british airway want around way choose seat airline encountered allow business class passenger choose seat additional cost decided change seat operational reasons could reason plane ba take choose seat change seat without asking get automated message next time log ba website tell number ring minute waiting phone answered give
verified,london heathrow nairobi ba first much weaker middle eastern asian airline despair brightest spot trip able use ex lounge heathrow cram firstclass seat onto quite achievement food standout problem board poor shameful flagcarrier represents britain badly regard conversely flight attendant excellent direction flew first ba business class poor never
verified,dubai london husband traveled together got business class ticket last minute add premium economy instead boarded husband came give pillow got settled started sleeping woken flight attendant grabbed pillow husband gave saying lady business class missing pillow take pillow told didnt pillow given stood told want ok accuse stealing pillow ill show husband gave pillow located husband business class apparently seat extra pillow gave extra one offered give pillow flight attendant said need could keep
verified,london cape town gone day british airway great airline weird seat configuration service need training horrible food internet business class basic service offered airline ba
unverified,rio de janeiro london economy packed seating awful food narrow seat uncomfortable expensive add on seat choice luggage try match norwegian pricing rio route if iffy back leg terrible day paid exit seat breakfast served unfit took drink food item long haul getting short come prepared
verified,johannesburg dublin via london get counter require transit visa since terminal even support guidance remorse staff also non refundable hotel booking dublin ba need communicate change
verified,la vega paris via london staff great uncomfortable flight business class give experienced aisle seat felt like sitting aisle business class configuration that tight squeeze another backward facing seat seat uncomfortable many thing wrong configuration glad didnt pay full price flight
verified,ba cancelled return flight feb geneva patrick due storm tiara rebooted onto later flight cancelled well since heard nothing left buy new return flight give tried calling several time every day answering phone claiming busy talk customer cancelled flight want refund far way getting
verified,mexico city manchester via london plane mexico city london smooth entertainment quite nice food although chose window seat never informed want actually window wall crew amazingly kind lovely there always checking even got magnum loved airline first flight ever
verified,london heathrow sofia good experience inboard one ba recently refreshed cabin although unfortunately without insect power supply contrary stated website aircraft type due get insect power following refresh another thing add list inconsistency ba product however flight overall good usual extremely efficient preflight experience heathrows excellent fast track security fast expected gallery club lounge pretty good crowded boarding smooth priority boarding honored usual crew excellent provided attentive service plenty drink run given slightly longer distance flight food pretty good shorthand business class offering found seat pretty comfortable legroom reasonable it chap overall good experience major complaint
verified,fly melbourne manchester via london singapore july arriving late board heathrow flight checkinstaff discussed dilemma supervisor option find way heathrow somehow managed get heathrow time singapore melbourne boarding pas issued told manchester heathrow flight missed heathrow singapore cancelled
verified,madrid london keep giving ba benefit doubt thing getting worse better cramped business class seat middle table frankly pathetic premium cabin despite every statement make catering improvement simply refer meal photo route see severely cut back meal portion cost iberia staff madrid nice cabin staff okay overall club europe worth money dont waste money
verified,prague london first time flown british airway flight departed earlier intended got heathrow minute early however heathrow plane way arrived early negative checking partly website fault done online check selected amount bag said would pay extra spent forever checking pay bag apart negative delay would definitely fly airline
verified,johannesburg london whoever designed refurbished gallery lounge job understanding acoustic every syllable facetiae conversation audible foot away add different language degree inebriation recipe relaxing experience thankfully upper deck civilized efficient slightly distant cabin crew ensured everyone fed watered hour takeoff allowing plenty time sleep food mediocre give given expecting anything ba business class product white company bedding gimmick genuine enhancement breakfast become rather perfunctory pastry bread apart solitary croissant arrival chilly lar ahead schedule curbside minute landing reliability currently ba strongest card
verified,la vega patrick disappointing service club world felt like travelling economy attitude especially considering high cost flight give paid half much less business class return australia got bad start offered one third glass champagne cm bottom glass initial drink take ordered queried got lecture wine arrived dinner asked second time stock first choice second glass wine offered yes could used call button glass champagne one glass wine offered hour business class flight initial bottle water glass water dinner water offered got went galley ask good news food good well presented although promised menu selection pastry breakfast served later walked past galley see crew eating breakfast dutifully filled reorder card breakfast find asked breakfast sleeping impossible due temperature high actually thought fever drenched sweat spoke colleague i used flying ultra long haul middle eastern airline i used hot cabin crazy crew dropped temperature hour landing presumably wake u bearable enough sleep combined dry cabin air unpleasant need say anything much eight across seating know seat upgraded next year cramped sitting next window like semireclined position take landing though fairly big shoulder found seat width restrictive nowhere put spectacle bottle water lying second aisle join economy passenger queuing disembark want quick point member cabin crew introduce via general pa announcement seat forgive addressed service budget airline level really ba need much much better ground staff la vega fast friendly efficient lounge something dark age wooden panel
verified,san diego stockholm via london written review immediately landing would zero ten realize would unfair ba game two half inflight experience immeasurably improved year ago food club excellent cabin crew attentive professional pilot best industry if absolutely fine club world product competitive better european airline lufthansa street ahead u carrier problem start anything go wrong frequently given mostly old fleet especially encore route case flight cancelled due inbound aircraft ancient going technical comedy error first hotel voucher said holiday inn san diego cue horde passenger looking shuttle bus wrong place arriving hotel booking et et next replacement flight clunky ape kept saying error reason eventually full website pa showed replacement flight booking ref statement offered confirmed whatever calling ba wouldnt talk failed security didnt know billing address specific booking done company travel department despite full executive club account associated booking could used next day went take replacement flight alaska airline newark a stockholm despite getting boarding card making seat plane pulled minute takeoff ba paid flight reservation created ticket issued ba booked roundabout route back via chicago plus hour layover pm getting home hour original reservation later spotted next ba flight would get home much sooner ticket available online called explanation agreed exceptionally change flight complained finally arrived home hour delay roller coaster incompetence summary go well ba better staff heroic inflight job old plane rubbish back office infrastructure plain incompetence mean airline hell anything go wrong bear mind travelling business class know treat economy passenger
unverified,cape town johannesburg slow lounge cape town continues impress standard service generous array food drink including ingenious winedispensing machine boarding quick takeoff exactly time turbulence captain kept passenger well informed club meal usual offering hot option displayed tray arrival minute ahead schedule
verified,th december flight departure got purse stolen nyx money passport thanks kind stranger managed get danish embassy get temporary passport arrived jfk airport late want allowed drop luggage tear eye went desk sell ticket employee kind helpful booked next flight free got security without wait line informed flight crew happened finally sat flight crew kind gave water food havent food whole day didnt money want say thank service kindness making sure got back denmark safely overwhelmed kindness staff thank
verified,phoenix london since moving us give flying ba past overall provide acceptable service choose seat club world carefully crew right mood surpass expectation new menu service offering significantly better past wine list interesting flight crew engaging food good departed pox early arrived lar early immigration baggage took minute manage expectation ba wont disappointed club world
verified,london heathrow bangkok done route time british airway year first time probably last economy old plane need upgrade poor entertainment system uncomfortable seat especially hour flight know there starting upgrade plane still long time away saving grace superb cabin staff economy
verified,mumbai boston via london flight british airway really good catering excellent flight even service good however seat limited legroom due if box blocking space front also ba misplaced tennis racket checked really weird policy cant carry single sport equipment cabin baggage instead check ground staff rude logan airport boston also took week deliver racket house even though arrived boston he come even contacting ba baggage customer service speaking rudely always tried cut call like minute without even listening concern british airway need improve ground experience
verified,purchased roundtrip ticket wife travel orlando florida accra ghana purchased advance seat assignment unfortunately british airway gave seat paid one four international leg roundtrip fighting british airway get refund seat assignment provided refund despite several phone call filing multiple online call providing detailed fightcontinues customer service really poor never purchase advance seat assignment
verified,toronto geneva via london stopped flying ba three year ago dramatically downgraded service apparently thing improved somewhat since decided give another try overall happy experience save two major gripe plus side flew new aircraft comfortable albeit usual narrow seat modern aircraft airline legroom generous seemed official pilot good informative always ba quality food longhand definitely improved since bad old day soggy pasta droopy sandwich rather enjoyed meal served nice large tray if adequate though surprisingly dated new aircraft cathay pacific far superior two major downside new basic economy fare really pesky serf disgruntle passenger ba really need get rid virtually everyone longhand check bag please include airfare type wanted nickleanddimed id fly patrick charter airline also able choose seat even time checking infuriating automatically allocated middle seat even though entire rear half plane empty go show get middle seat unless pay thankfully lady checking changed window seat free charge asked nicely complimentary catering shorthand seeing virtually passenger flying from heathrow connecting from longhand flight ba spent least airfare resented drink snack included shorthand segment trip ba treating connecting passenger lowest airline paid dollar short trip ba would get rid two new feature would hesitate fly everything else trip pleasant would still consider airline
verified,hong kong london heathrow british airway one best flight give premium cabin service seat food wine among best give experienced gripe cabin temperature quite warm sleeping quite impossible first even pajama provided ba cabin attendant bed nice touch would hesitate flying first class ba next flight
verified,san jose amsterdam via london layout boeing cabin poor rearmost seat luggage bin row e f addition crew fill bin outer seat row k j bag blanket would recommend ba
verified,singapore paris via london flight ok dated seating shake arm comfortable serviceable experience however luggage loaded onto flight second time happened ba despite hour flight hour stopover hour flight paris ba make effort inform u time issue instead travelling around hour wait baggage come clear realized missing sunday shop close lunchtime also left little time buy emergency item despite knowing hadnt loaded baggage could find way send quicker hour arrival meaning day paris spent without luggage
verified,warsaw london everything went like clockwork nothing could disliked flight professional crew beam face new aircraft important choose seat row anew seat old type pinnacle seat better legroom informative captain told u expected turbulence taken much appreciated time landing good atmosphere board food euro traveller unfortunately longer free however ba executive club pay food drink avion convenient drawback could find long queue bag checking warsaw airport opened checking counter approve people rather enough
unverified,new york london heathrow good staff nice comfortable seat seat recline good enough food bit limited would recommend ba others since good airline
unverified,london lot angels take delayed he spent inboard dent door needed inspection sure maybe outside control flying wife two kid sitting bulkhead seat using baby bassinet facility take saw inflight entertainment service whole section whole cabin working sitting he overnight flight two little one meaning sleeping going happen contacted cabin crew made zero accommodation sorry said flight cabin crew stood galley behind bulkhead talking loudly light dimmed kept slamming drawer moved thing around cap landed pm et left behind baby car seat stroller finally received back day later conclusion never fly ba
unverified,british airway commit johannesburg cape town route never less fully subscribed occasion equivalent club europe stretched back row service followed usual pattern drink champagne included chairs idiosyncratic forecourse meal i tiny salad hot course one could see choosing minute iced cake minuscule cheese biscuit hot meal invariably scorched around edge commit really need move time modern business class offering aside meal flight typically efficient arrival slightly ahead schedule
verified,london bangkok used importantly deliver promise longer disappointing food outdated uncomfortable seat appalling baggage handling lar mediocre crew service inboard customer service online bad recent experience early january put next couple newborn baby club world overnight flight lar bk baby scream could sleep cabin full could move couple nice apologetic bear hour long haul flight together however dealing customer service appalling ba going offer kid free zone club world people need work sleep
unverified,london johannesburg departure slightly delayed eph gust away flight usual comfortable experience upper deck seat ok best long galley quiet dinner service efficient ready sleep film cabin crew pleasant attentive toilet kept clean throughout flight arrival minute behind time baggage collection custom mercifully quick slow lounge minute landing overall good flight
verified,overall comfortable flight british airway flight took time reached time really excited fly ba since changed aircraft boeing boeing known queen sky flight attendant nice professional towards passenger best speed boarding process since flight full took everything went well first flight also flight time went short atlantic due great tail wind second flight mumbai flight attendant polite respectful gave best service however lunch service ran vegetarian food option fetch vegetarian food cabin even give crew meal passenger vegetarian overall flight ba good shortcoming older fleet like lack us port power outlet old if if box front block legroom ba need refurbish old cabin boeing boeing still plan use longer flight
